sentence_id,entity,tier,template_id,template_type,sentence,positions,n_tokens,layer,resid_post_mean,resid_post_std,resid_post_norm,mlp_out_mean,mlp_out_std,mlp_out_norm,attn_to_entity_mean,attn_from_entity_mean
T01_dog,dog,T2,T01,pain_suffering,The dog was in pain.,[1],6,9,2.1420419216156006e-08,1.0288405418395996,28.493497848510742,4.6566128730773926e-09,0.39092716574668884,10.82663631439209,0.06554434448480606,0.1666666716337204
T01_dog,dog,T2,T01,pain_suffering,The dog was in pain.,[1],6,10,1.2417634032146907e-08,1.0493313074111938,29.060985565185547,-3.725290298461914e-09,0.5142360329627991,14.241646766662598,0.014509671367704868,0.1666666716337204
T01_dog,dog,T2,T01,pain_suffering,The dog was in pain.,[1],6,11,0.0,3.2214443683624268,89.2171401977539,-6.208816927255612e-08,2.5585618019104004,70.85877227783203,0.041904039680957794,0.1666666567325592
T01_salmon,salmon,T3,T01,pain_suffering,The salmon was in pain.,[1],6,0,2.669791321352477e-08,0.5180686712265015,14.34779167175293,1.862645149230957e-08,0.39510923624038696,10.942458152770996,0.10853316634893417,0.1666666716337204
T01_salmon,salmon,T3,T01,pain_suffering,The salmon was in pain.,[1],6,1,2.4835268064293814e-08,0.599682092666626,16.608055114746094,5.122274160385132e-09,0.14596618711948395,4.04249906539917,0.08551158756017685,0.1666666716337204
T01_salmon,salmon,T3,T01,pain_suffering,The salmon was in pain.,[1],6,2,1.862645149230957e-08,0.6218258738517761,17.2213191986084,-3.8029006610429406e-09,0.19064810872077942,5.279954433441162,0.15656597912311554,0.1666666716337204
T01_salmon,salmon,T3,T01,pain_suffering,The salmon was in pain.,[1],6,3,1.9868215517249155e-08,0.6128650903701782,16.973154067993164,3.1820188706177532e-09,0.19215723872184753,5.321749687194824,0.11176427453756332,0.1666666567325592
T01_salmon,salmon,T3,T01,pain_suffering,The salmon was in pain.,[1],6,4,1.614292521878724e-08,0.632071316242218,17.50506591796875,-1.2417634698280722e-09,0.20905566215515137,5.78974723815918,0.05748840048909187,0.1666666716337204
T01_salmon,salmon,T3,T01,pain_suffering,The salmon was in pain.,[1],6,5,7.450580596923828e-09,0.742760181427002,20.57056999206543,-4.03573130469681e-09,0.2607089579105377,7.220273017883301,0.047848012298345566,0.1666666716337204
T01_salmon,salmon,T3,T01,pain_suffering,The salmon was in pain.,[1],6,6,4.967053879312289e-09,0.8257144093513489,22.867965698242188,-3.725290298461914e-09,0.2360346019268036,6.536922454833984,0.03095337375998497,0.1666666865348816
T01_salmon,salmon,T3,T01,pain_suffering,The salmon was in pain.,[1],6,7,-3.725290298461914e-09,1.0638898611068726,29.46417808532715,-9.313225746154785e-09,0.35879436135292053,9.936724662780762,0.0366034060716629,0.1666666716337204
T01_salmon,salmon,T3,T01,pain_suffering,The salmon was in pain.,[1],6,8,-9.934107758624577e-09,1.1186131238937378,30.97972297668457,-6.596868384889376e-09,0.2803989350795746,7.76558256149292,0.06302040070295334,0.1666666716337204
T01_salmon,salmon,T3,T01,pain_suffering,The salmon was in pain.,[1],6,9,-1.9868215517249155e-08,1.0191364288330078,28.224740982055664,-1.1486311457531428e-08,0.38938799500465393,10.78400993347168,0.09475668519735336,0.1666666716337204
T01_salmon,salmon,T3,T01,pain_suffering,The salmon was in pain.,[1],6,10,-2.11099777658319e-08,1.0279582738876343,28.46906280517578,0.0,0.556753396987915,15.419154167175293,0.025272151455283165,0.1666666865348816
T01_salmon,salmon,T3,T01,pain_suffering,The salmon was in pain.,[1],6,11,6.953874986947994e-08,2.7970387935638428,77.46333312988281,9.685754776000977e-08,2.2184572219848633,61.43964385986328,0.036302994936704636,0.1666666567325592
T01_octopus,octopus,T4,T01,pain_suffering,The octopus was in pain.,"[1, 2]",7,0,-6.208817349140361e-10,0.38811367750167847,10.748716354370117,1.2417634698280722e-09,0.25338512659072876,7.0174407958984375,0.10260570794343948,0.1428571492433548
T01_octopus,octopus,T4,T01,pain_suffering,The octopus was in pain.,"[1, 2]",7,1,1.2417634698280722e-09,0.48467880487442017,13.423066139221191,-1.7074247571358114e-09,0.1449403315782547,4.014088153839111,0.07060868293046951,0.1428571492433548
T01_octopus,octopus,T4,T01,pain_suffering,The octopus was in pain.,"[1, 2]",7,2,7.450580596923828e-09,0.5023359656333923,13.912077903747559,1.1175870895385742e-08,0.165958970785141,4.596194744110107,0.0937357097864151,0.1428571492433548
T01_octopus,octopus,T4,T01,pain_suffering,The octopus was in pain.,"[1, 2]",7,3,1.055498888291595e-08,0.5103135108947754,14.133013725280762,6.829699028543246e-09,0.1732795238494873,4.798935413360596,0.07866334915161133,0.1428571492433548
T01_octopus,octopus,T4,T01,pain_suffering,The octopus was in pain.,"[1, 2]",7,4,1.7695128917694092e-08,0.5442250967025757,15.072186470031738,-1.2417634698280722e-09,0.19076833128929138,5.2832841873168945,0.02867034450173378,0.1428571492433548
T01_octopus,octopus,T4,T01,pain_suffering,The octopus was in pain.,"[1, 2]",7,5,2.3903945489678335e-08,0.6470602750778198,17.920183181762695,6.674478303381193e-09,0.22441187500953674,6.215034484863281,0.0309012271463871,0.1428571343421936
T01_octopus,octopus,T4,T01,pain_suffering,The octopus was in pain.,"[1, 2]",7,6,2.0489096641540527e-08,0.7248793840408325,20.07536506652832,-1.5522042540183634e-09,0.18187987804412842,5.037120342254639,0.023251822218298912,0.1428571492433548
T01_octopus,octopus,T4,T01,pain_suffering,The octopus was in pain.,"[1, 2]",7,7,2.7939677238464355e-08,0.9624820351600647,26.65571403503418,8.847564458847046e-09,0.32452481985092163,8.987637519836426,0.02392183057963848,0.1428571492433548
T01_octopus,octopus,T4,T01,pain_suffering,The octopus was in pain.,"[1, 2]",7,8,2.8560558362755728e-08,0.9646025896072388,26.714441299438477,-3.1044086745701804e-10,0.227448970079422,6.299145698547363,0.03249143436551094,0.1428571492433548
T01_octopus,octopus,T4,T01,pain_suffering,The octopus was in pain.,"[1, 2]",7,9,3.476937493473997e-08,0.9036650061607361,25.02678871154785,5.743155728765714e-09,0.3114035725593567,8.624248504638672,0.04057837650179863,0.1428571492433548
T01_octopus,octopus,T4,T01,pain_suffering,The octopus was in pain.,"[1, 2]",7,10,5.1533181277818585e-08,0.8551909327507019,23.684310913085938,1.055498888291595e-08,0.5068668723106384,14.037559509277344,0.009951273910701275,0.1428571492433548
T01_octopus,octopus,T4,T01,pain_suffering,The octopus was in pain.,"[1, 2]",7,11,9.189049166025143e-08,2.759110689163208,76.41291046142578,3.973643103449831e-08,2.170961618423462,60.124267578125,0.02311691828072071,0.1428571492433548
T01_bee,bee,T4,T01,pain_suffering,The bee was in pain.,[1],6,0,-3.570069795344466e-09,0.4724368453025818,13.084026336669922,2.4835269396561444e-09,0.36134397983551025,10.007335662841797,0.11373146623373032,0.1666666716337204
T01_bee,bee,T4,T01,pain_suffering,The bee was in pain.,[1],6,1,-6.51925802230835e-09,0.5881680250167847,16.289175033569336,-2.9491882269638836e-09,0.2174292355775833,6.021651744842529,0.11685392260551453,0.1666666716337204
T01_bee,bee,T4,T01,pain_suffering,The bee was in pain.,[1],6,2,-4.3461718668424965e-09,0.5779396295547485,16.005901336669922,2.4835269396561444e-09,0.23401936888694763,6.4811110496521,0.20334039628505707,0.1666666716337204
T01_bee,bee,T4,T01,pain_suffering,The bee was in pain.,[1],6,3,-1.2728075482471013e-08,0.5790178775787354,16.035764694213867,-7.450580596923828e-09,0.20603394508361816,5.706061363220215,0.14149516820907593,0.1666666567325592
T01_bee,bee,T4,T01,pain_suffering,The bee was in pain.,[1],6,4,-8.07146260939362e-09,0.5811290144920349,16.09423065185547,-2.7163574167765603e-10,0.2042137235403061,5.655651569366455,0.04719272628426552,0.1666666716337204
T01_bee,bee,T4,T01,pain_suffering,The bee was in pain.,[1],6,5,-2.1420419216156006e-08,0.6829739809036255,18.91480255126953,-1.2417634032146907e-08,0.2715507745742798,7.520534515380859,0.05044887959957123,0.1666666716337204
T01_bee,bee,T4,T01,pain_suffering,The bee was in pain.,[1],6,6,-2.11099777658319e-08,0.7821856737136841,21.66244888305664,-1.5522042540183634e-09,0.2362777143716812,6.543654918670654,0.049469366669654846,0.1666666716337204
T01_bee,bee,T4,T01,pain_suffering,The bee was in pain.,[1],6,7,-6.2088170160734535e-09,1.0819669961929321,29.96482276916504,1.552204231813903e-08,0.42004257440567017,11.632981300354004,0.03414734825491905,0.1666666716337204
T01_bee,bee,T4,T01,pain_suffering,The bee was in pain.,[1],6,8,-3.1044085080367267e-09,1.1071112155914307,30.661190032958984,1.862645149230957e-09,0.2644299566745758,7.323325157165527,0.062484391033649445,0.1666666716337204
T01_bee,bee,T4,T01,pain_suffering,The bee was in pain.,[1],6,9,-6.2088170160734535e-09,1.015247106552124,28.117033004760742,8.07146260939362e-09,0.38782888650894165,10.740829467773438,0.08451101183891296,0.1666666716337204
T01_bee,bee,T4,T01,pain_suffering,The bee was in pain.,[1],6,10,1.9868215517249155e-08,1.0165340900421143,28.152673721313477,1.2417634032146907e-08,0.5226230025291443,14.473922729492188,0.04278804734349251,0.1666666567325592
T01_bee,bee,T4,T01,pain_suffering,The bee was in pain.,[1],6,11,6.457170087514896e-08,2.8085880279541016,77.78318786621094,3.476937493473997e-08,2.1842520236968994,60.492347717285156,0.042052991688251495,0.1666666716337204
T01_ant,ant,T5,T01,pain_suffering,The ant was in pain.,[1],6,0,-4.03573130469681e-09,0.4667080044746399,12.92536735534668,-8.07146260939362e-09,0.35727959871292114,9.894774436950684,0.10744291543960571,0.1666666716337204
T01_ant,ant,T5,T01,pain_suffering,The ant was in pain.,[1],6,1,1.9247332616600943e-08,0.5823795795440674,16.128868103027344,2.0799538091864633e-08,0.1965838372707367,5.444343566894531,0.07970204949378967,0.1666666716337204
T01_ant,ant,T5,T01,pain_suffering,The ant was in pain.,[1],6,2,6.2088170160734535e-09,0.5928165912628174,16.417917251586914,-8.07146260939362e-09,0.22887223958969116,6.338562488555908,0.09737526625394821,0.1666666567325592
T01_ant,ant,T5,T01,pain_suffering,The ant was in pain.,[1],6,3,2.5766590638909292e-08,0.6024689674377441,16.685237884521484,1.5366822481155396e-08,0.23478639125823975,6.502354145050049,0.10409235954284668,0.1666666716337204
T01_ant,ant,T5,T01,pain_suffering,The ant was in pain.,[1],6,4,2.266218324109559e-08,0.5937935709953308,16.44497299194336,3.1820188706177532e-09,0.22059915959835052,6.109442234039307,0.029517630115151405,0.1666666716337204
T01_ant,ant,T5,T01,pain_suffering,The ant was in pain.,[1],6,5,2.9802322387695312e-08,0.6380751729011536,17.67133903503418,1.1796752907855534e-08,0.24900418519973755,6.896111488342285,0.04292847216129303,0.1666666716337204
T01_ant,ant,T5,T01,pain_suffering,The ant was in pain.,[1],6,6,2.7318796114172983e-08,0.6909876465797424,19.136741638183594,-6.131207097581637e-09,0.21737715601921082,6.020208835601807,0.03188466280698776,0.1666666716337204
T01_ant,ant,T5,T01,pain_suffering,The ant was in pain.,[1],6,7,5.091230192988405e-08,0.9454845786094666,26.184972763061523,2.359350581571107e-08,0.39314979314804077,10.888190269470215,0.019161157310009003,0.1666666716337204
T01_ant,ant,T5,T01,pain_suffering,The ant was in pain.,[1],6,8,4.0978193283081055e-08,0.8416633605957031,23.309667587280273,-6.51925802230835e-09,0.30147916078567505,8.349394798278809,0.0177932009100914,0.1666666716337204
T01_ant,ant,T5,T01,pain_suffering,The ant was in pain.,[1],6,9,3.787378588526735e-08,0.9154466390609741,25.353078842163086,-7.450580596923828e-09,0.338593453168869,9.377265930175781,0.0036642153281718493,0.1666666865348816
T01_ant,ant,T5,T01,pain_suffering,The ant was in pain.,[1],6,10,2.1730860666480112e-08,0.8044261336326599,22.278390884399414,-1.8316010041985464e-08,0.4624801576137543,12.808279037475586,0.0030439107213169336,0.1666666716337204
T01_ant,ant,T5,T01,pain_suffering,The ant was in pain.,[1],6,11,-2.4835268064293814e-08,2.1798207759857178,60.369625091552734,-5.7121116725511456e-08,1.5926350355148315,44.1076545715332,1.224912693942315e-06,0.1666666716337204
T01_mantis_shrimp,mantis shrimp,T4,T01,pain_suffering,The mantis shrimp was in pain.,"[1, 2, 3]",8,0,-4.03573130469681e-09,0.3020811676979065,8.366065979003906,-8.381903171539307e-09,0.1957232654094696,5.420510292053223,0.09406605362892151,0.125
T01_mantis_shrimp,mantis shrimp,T4,T01,pain_suffering,The mantis shrimp was in pain.,"[1, 2, 3]",8,1,-1.862645149230957e-09,0.4129520058631897,11.43661117553711,1.9402552897673786e-09,0.12513822317123413,3.4656736850738525,0.0480097271502018,0.125
T01_mantis_shrimp,mantis shrimp,T4,T01,pain_suffering,The mantis shrimp was in pain.,"[1, 2, 3]",8,2,-2.4835269396561444e-09,0.43497323989868164,12.046481132507324,-1.3193736103644937e-09,0.13809582591056824,3.824531316757202,0.07300501316785812,0.125
T01_mantis_shrimp,mantis shrimp,T4,T01,pain_suffering,The mantis shrimp was in pain.,"[1, 2, 3]",8,3,-8.07146260939362e-09,0.4279942512512207,11.853199005126953,1.5522043372850902e-10,0.16161349415779114,4.475848197937012,0.07054417580366135,0.125
T01_mantis_shrimp,mantis shrimp,T4,T01,pain_suffering,The mantis shrimp was in pain.,"[1, 2, 3]",8,4,1.862645149230957e-09,0.45271754264831543,12.537904739379883,4.307366907596588e-09,0.18287509679794312,5.0646820068359375,0.0227982085198164,0.125
T01_mantis_shrimp,mantis shrimp,T4,T01,pain_suffering,The mantis shrimp was in pain.,"[1, 2, 3]",8,5,-6.2088170160734535e-09,0.5713777542114258,15.824173927307129,-3.880510579534757e-09,0.217635840177536,6.02737283706665,0.03262333199381828,0.1250000149011612
T01_mantis_shrimp,mantis shrimp,T4,T01,pain_suffering,The mantis shrimp was in pain.,"[1, 2, 3]",8,6,-6.208817349140361e-10,0.6606318354606628,18.296043395996094,4.3461718668424965e-09,0.18189486861228943,5.037535667419434,0.022819792851805687,0.125
T01_mantis_shrimp,mantis shrimp,T4,T01,pain_suffering,The mantis shrimp was in pain.,"[1, 2, 3]",8,7,-6.2088170160734535e-09,0.8859933018684387,24.537372589111328,0.0,0.3023335635662079,8.373055458068848,0.024771228432655334,0.1249999925494194
T01_mantis_shrimp,mantis shrimp,T4,T01,pain_suffering,The mantis shrimp was in pain.,"[1, 2, 3]",8,8,0.0,0.8820216059684753,24.427379608154297,8.381903171539307e-09,0.21271087229251862,5.8909783363342285,0.02405325137078762,0.125
T01_mantis_shrimp,mantis shrimp,T4,T01,pain_suffering,The mantis shrimp was in pain.,"[1, 2, 3]",8,9,7.450580596923828e-09,0.8386133313179016,23.22519874572754,3.725290298461914e-09,0.3355117440223694,9.29192066192627,0.023860901594161987,0.1249999925494194
T01_mantis_shrimp,mantis shrimp,T4,T01,pain_suffering,The mantis shrimp was in pain.,"[1, 2, 3]",8,10,9.934107758624577e-09,0.8313500881195068,23.024045944213867,2.1730859334212482e-09,0.4741857349872589,13.132461547851562,0.015487679280340672,0.1249999925494194
T01_mantis_shrimp,mantis shrimp,T4,T01,pain_suffering,The mantis shrimp was in pain.,"[1, 2, 3]",8,11,3.476937493473997e-08,2.87843918800354,79.71770477294922,2.4835269396561444e-09,2.2160542011260986,61.37310028076172,0.03316797688603401,0.1250000149011612
T01_earthworm,earthworm,T5,T01,pain_suffering,The earthworm was in pain.,"[1, 2]",7,0,1.1175870895385742e-08,0.37171661853790283,10.29460620880127,6.51925802230835e-09,0.2350320667028427,6.509158134460449,0.09796255826950073,0.1428571492433548
T01_earthworm,earthworm,T5,T01,pain_suffering,The earthworm was in pain.,"[1, 2]",7,1,1.753990908071046e-08,0.48230379819869995,13.35728931427002,8.53712389670136e-09,0.1783425360918045,4.939154148101807,0.08257855474948883,0.1428571492433548
T01_earthworm,earthworm,T5,T01,pain_suffering,The earthworm was in pain.,"[1, 2]",7,2,1.8316010041985464e-08,0.49881383776664734,13.814532279968262,5.432714833553121e-10,0.16685502231121063,4.621010780334473,0.10713402181863785,0.1428571492433548
T01_earthworm,earthworm,T5,T01,pain_suffering,The earthworm was in pain.,"[1, 2]",7,3,2.4835268064293814e-08,0.4980296790599823,13.792815208435059,6.2088170160734535e-09,0.1757555603981018,4.867509365081787,0.08890905976295471,0.1428571492433548
T01_earthworm,earthworm,T5,T01,pain_suffering,The earthworm was in pain.,"[1, 2]",7,4,2.1730860666480112e-08,0.5291488170623779,14.654651641845703,-8.381903171539307e-09,0.1651543229818344,4.573909759521484,0.02772669494152069,0.1428571492433548
T01_earthworm,earthworm,T5,T01,pain_suffering,The earthworm was in pain.,"[1, 2]",7,5,2.561137080192566e-08,0.6474603414535522,17.93126106262207,2.3283064365386963e-09,0.23259565234184265,6.441681861877441,0.034991197288036346,0.1428571492433548
T01_earthworm,earthworm,T5,T01,pain_suffering,The earthworm was in pain.,"[1, 2]",7,6,2.0799538091864633e-08,0.745035707950592,20.633586883544922,-5.587935447692871e-09,0.19531135261058807,5.409101486206055,0.03271373733878136,0.1428571492433548
T01_earthworm,earthworm,T5,T01,pain_suffering,The earthworm was in pain.,"[1, 2]",7,7,6.829699028543246e-09,0.9858494997024536,27.302873611450195,-1.1796752907855534e-08,0.33376920223236084,9.243658065795898,0.02857743576169014,0.1428571492433548
T01_earthworm,earthworm,T5,T01,pain_suffering,The earthworm was in pain.,"[1, 2]",7,8,-3.1044085080367267e-09,1.0194201469421387,28.232603073120117,-8.149072527885437e-09,0.23682594299316406,6.558838844299316,0.04393656551837921,0.1428571492433548
T01_earthworm,earthworm,T5,T01,pain_suffering,The earthworm was in pain.,"[1, 2]",7,9,2.2351741790771484e-08,0.9669317603111267,26.778947830200195,2.918144126340394e-08,0.4368901550769806,12.099570274353027,0.04112459719181061,0.1428571343421936
T01_earthworm,earthworm,T5,T01,pain_suffering,The earthworm was in pain.,"[1, 2]",7,10,3.461415687411318e-08,1.0486918687820435,29.04327392578125,7.450580596923828e-09,0.5736398696899414,15.886819839477539,0.007392241153866053,0.1428571492433548
T01_earthworm,earthworm,T5,T01,pain_suffering,The earthworm was in pain.,"[1, 2]",7,11,-1.4901161193847656e-08,3.9811553955078125,110.25716400146484,-4.470348358154297e-08,3.2651638984680176,90.42794799804688,0.04139109328389168,0.1428571492433548
T01_oak_tree,oak tree,T6,T01,pain_suffering,The oak tree was in pain.,"[1, 2]",7,0,0.0,0.3926500082015991,10.874349594116211,-1.5522042540183634e-09,0.26087725162506104,7.2249345779418945,0.12482059746980667,0.1428571492433548
T01_oak_tree,oak tree,T6,T01,pain_suffering,The oak tree was in pain.,"[1, 2]",7,1,1.4901161193847656e-08,0.5040892362594604,13.960633277893066,1.2417634032146907e-08,0.18182945251464844,5.03572416305542,0.06938090175390244,0.1428571492433548
T01_oak_tree,oak tree,T6,T01,pain_suffering,The oak tree was in pain.,"[1, 2]",7,2,2.1730860666480112e-08,0.5218348503112793,14.452093124389648,2.871577864382857e-09,0.18115980923175812,5.017178535461426,0.10654149949550629,0.1428571492433548
T01_oak_tree,oak tree,T6,T01,pain_suffering,The oak tree was in pain.,"[1, 2]",7,3,2.9491880937371207e-08,0.5342754125595093,14.796632766723633,8.692343733684993e-09,0.17228730022907257,4.771456241607666,0.08610538393259048,0.1428571492433548
T01_oak_tree,oak tree,T6,T01,pain_suffering,The oak tree was in pain.,"[1, 2]",7,4,3.166496753692627e-08,0.5433038473129272,15.046672821044922,-4.617807913831484e-09,0.18456842005252838,5.111578464508057,0.029255971312522888,0.1428571492433548
T01_oak_tree,oak tree,T6,T01,pain_suffering,The oak tree was in pain.,"[1, 2]",7,5,2.0489096641540527e-08,0.6601417064666748,18.282468795776367,-8.226682446377254e-09,0.22808492183685303,6.316758155822754,0.036007512360811234,0.1428571492433548
T01_oak_tree,oak tree,T6,T01,pain_suffering,The oak tree was in pain.,"[1, 2]",7,6,2.4835268064293814e-08,0.7471202611923218,20.69131851196289,4.03573130469681e-09,0.19588914513587952,5.425104141235352,0.03604153171181679,0.1428571492433548
T01_oak_tree,oak tree,T6,T01,pain_suffering,The oak tree was in pain.,"[1, 2]",7,7,4.035731038243284e-08,0.9995895624160767,27.683395385742188,1.9247332616600943e-08,0.34048083424568176,9.429536819458008,0.02726651355624199,0.1428571492433548
T01_oak_tree,oak tree,T6,T01,pain_suffering,The oak tree was in pain.,"[1, 2]",7,8,3.414849558680544e-08,1.029362678527832,28.507959365844727,-4.3461718668424965e-09,0.25020650029182434,6.929410457611084,0.04112248495221138,0.1428571492433548
T01_oak_tree,oak tree,T6,T01,pain_suffering,The oak tree was in pain.,"[1, 2]",7,9,1.614292521878724e-08,0.9552314877510071,26.454912185668945,-9.934107758624577e-09,0.41690269112586975,11.546022415161133,0.0525740385055542,0.1428571492433548
T01_oak_tree,oak tree,T6,T01,pain_suffering,The oak tree was in pain.,"[1, 2]",7,10,2.4835268064293814e-08,1.0435787439346313,28.90167236328125,6.2088170160734535e-09,0.5741435289382935,15.90077018737793,0.0266606155782938,0.1428571492433548
T01_oak_tree,oak tree,T6,T01,pain_suffering,The oak tree was in pain.,"[1, 2]",7,11,-9.934107758624577e-09,3.672607421875,101.71200561523438,-2.9802322387695312e-08,2.946552038192749,81.60408020019531,0.044742289930582047,0.1428571492433548
T01_rock,rock,T6,T01,pain_suffering,The rock was in pain.,[1],6,0,6.51925802230835e-09,0.4041022062301636,11.191515922546387,6.2088170160734535e-09,0.32128283381462097,8.897852897644043,0.11746198683977127,0.1666666716337204
T01_rock,rock,T6,T01,pain_suffering,The rock was in pain.,[1],6,1,5.587935447692871e-09,0.5245695114135742,14.527828216552734,-4.811833154150236e-09,0.2202673852443695,6.100254058837891,0.07034660875797272,0.1666666716337204
T01_rock,rock,T6,T01,pain_suffering,The rock was in pain.,[1],6,2,7.450580596923828e-09,0.554598331451416,15.35947036743164,2.6387472207289875e-09,0.226275235414505,6.266639709472656,0.09308826923370361,0.1666666716337204
T01_rock,rock,T6,T01,pain_suffering,The rock was in pain.,[1],6,3,2.017865652348405e-09,0.5848891735076904,16.198368072509766,-9.623666308300471e-09,0.2074059545993805,5.7440595626831055,0.08568672090768814,0.1666666716337204
T01_rock,rock,T6,T01,pain_suffering,The rock was in pain.,[1],6,4,8.381903171539307e-09,0.578776478767395,16.029077529907227,-3.1044086745701804e-10,0.202581524848938,5.610447406768799,0.030488690361380577,0.1666666716337204
T01_rock,rock,T6,T01,pain_suffering,The rock was in pain.,[1],6,5,1.0865430333240056e-08,0.666361927986145,18.454734802246094,7.605801322085881e-09,0.25784844160079956,7.141052722930908,0.04022745043039322,0.1666666716337204
T01_rock,rock,T6,T01,pain_suffering,The rock was in pain.,[1],6,6,1.7384687467369986e-08,0.7727018594741821,21.399795532226562,1.862645149230957e-09,0.24389909207820892,6.754727840423584,0.02722606062889099,0.1666666865348816
T01_rock,rock,T6,T01,pain_suffering,The rock was in pain.,[1],6,7,1.7695128917694092e-08,1.0375796556472778,28.735523223876953,6.2088170160734535e-09,0.4091923236846924,11.332484245300293,0.0287683866918087,0.1666666716337204
