layer,head,head_label,d_t1_t6,d_t1_t5,spearman_r,spearman_p,f_stat,f_p,abs_d_t1_t6,abs_spearman,t1_mean,t6_mean,t1_t6_diff,composite,spearman_p_corrected,f_p_corrected
3,1,L03H01,0.06783407926559448,0.3103788197040558,-0.10634424184758622,0.000669316494118647,3.7275185585021973,0.0023852705489844084,0.06783407926559448,0.10634424184758622,0.533503,0.50273013,0.030772865,0.08708916055659036,0.25701753374156044,0.9159438908100128
2,9,L02H09,0.08347007632255554,-1.0615882873535156,0.08204238999679617,0.00875614392901792,32.848018646240234,4.031333896060278e-31,0.08347007632255554,0.08204238999679617,0.22587824,0.21325922,0.012619019,0.08275623315967585,1.0,1.5480322160871468e-28
4,8,L04H08,0.11575978994369507,0.08067669719457626,-0.04728382004781758,0.13126900093121213,1.5922116041183472,0.15947888791561127,0.11575978994369507,0.04728382004781758,0.100767426,0.08811012,0.012657307,0.08152180499575633,1.0,1.0
3,4,L03H04,-0.07799459993839264,0.531230628490448,-0.07895323714494984,0.011655353463065168,8.045121192932129,1.8778791854856536e-07,0.07799459993839264,0.07895323714494984,1.1179771,1.1460663,-0.028089166,0.07847391854167124,1.0,7.21105607226491e-05
4,6,L04H06,-0.14913125336170197,0.012717652134597301,-0.0006355719934847329,0.9838250725130698,2.188478708267212,0.05340221896767616,0.14913125336170197,0.0006355719934847329,0.03078206,0.041565504,-0.010783443,0.07488341267759335,1.0,1.0
3,8,L03H08,0.06235634535551071,0.7932556867599487,-0.08278226611461093,0.00816540056187447,17.727523803710938,7.172226334585167e-17,0.06235634535551071,0.08278226611461093,0.5988834,0.58174115,0.017142236,0.07256930573506082,1.0,2.754134912480704e-14
2,6,L02H06,0.09534528851509094,0.3395412862300873,-0.047899895879059504,0.1263135952929982,4.835117816925049,0.000224224291741848,0.09534528851509094,0.047899895879059504,1.327449,1.2730031,0.054445863,0.07162259219707523,1.0,0.08610212802886963
5,8,L05H08,0.0056006768718361855,0.7660520076751709,-0.11797657207576734,0.00015908274756282345,18.4666748046875,1.3890824174268292e-17,0.0056006768718361855,0.11797657207576734,2.146305,2.1411433,0.0051617622,0.06178862447380176,0.0610877750641242,5.334076482919024e-15
11,9,L11H09,0.07590416818857193,0.21806809306144714,0.04683117794711119,0.13500476092310526,2.3017826080322266,0.04296833649277687,0.07590416818857193,0.04683117794711119,0.015997157,0.009061408,0.0069357483,0.06136767306784156,1.0,1.0
1,7,L01H07,-0.05056577920913696,-0.31506243348121643,0.07156422638416855,0.022271421883733315,5.594723224639893,4.2885203583864495e-05,0.05056577920913696,0.07156422638416855,0.5437714,0.5587021,-0.014930725,0.06106500279665276,1.0,0.016467918176203966
1,3,L01H03,-0.04635545238852501,-0.17491278052330017,0.07364738173693075,0.018651711230474894,5.710925102233887,3.3241696655750275e-05,0.04635545238852501,0.07364738173693075,0.41426444,0.42387086,-0.009606421,0.06000141706272788,1.0,0.012764811515808105
1,4,L01H04,0.061237797141075134,-0.6246176362037659,0.055037407328985696,0.0789296940027632,13.62722110748291,6.813797573043678e-13,0.061237797141075134,0.055037407328985696,0.14201537,0.13614325,0.0058721155,0.058137602235030415,1.0,2.6164982680487725e-10
2,5,L02H05,-0.018210435286164284,-0.8937361240386963,0.09741114226932474,0.0018415859474230035,20.6735897064209,1.054500249263742e-19,0.018210435286164284,0.09741114226932474,0.3098313,0.31383836,-0.0040070713,0.05781078877774451,0.7071690038104333,4.049280957172769e-17
5,0,L05H00,-0.10178598016500473,0.19357095658779144,0.003940155870063057,0.8999815339230839,3.9364566802978516,0.0015355796786025167,0.10178598016500473,0.003940155870063057,0.056061275,0.060521167,-0.0044598915,0.05286306801753389,1.0,0.5896625965833664
7,1,L07H01,0.031262896955013275,0.7712969779968262,-0.06854428504684659,0.02859541814502938,20.856542587280273,7.04620427741828e-20,0.031262896955013275,0.06854428504684659,0.10970788,0.106242664,0.0034652129,0.049903591000929934,1.0,2.7057424425286195e-17
11,11,L11H11,-0.07342758774757385,0.38911089301109314,0.023722459288484626,0.4491624448256384,9.790398597717285,3.762434364062983e-09,0.07342758774757385,0.023722459288484626,0.06327831,0.071295686,-0.008017376,0.04857502351802924,1.0,1.4447747958001855e-06
3,10,L03H10,-0.08167778700590134,0.01678512804210186,0.008906779882865035,0.7763210460109438,4.182712078094482,0.0009103849879465997,0.08167778700590134,0.008906779882865035,0.6872,0.7139231,-0.026723087,0.045292283444383186,1.0,0.3495878353714943
4,9,L04H09,0.08346061408519745,-0.027466455474495888,-0.006973744515954952,0.8239611447948489,1.3022717237472534,0.2605471611022949,0.08346061408519745,0.006973744515954952,0.65711147,0.6249091,0.032202363,0.0452171793005762,1.0,1.0
11,7,L11H07,-0.06389109045267105,0.05807404965162277,0.025042728932572374,0.4243221776351582,1.1014270782470703,0.35790741443634033,0.06389109045267105,0.025042728932572374,0.014707931,0.022777066,-0.008069134,0.04446690969262171,1.0,1.0
11,1,L11H01,0.0,-0.2942257225513458,0.08671326832569265,0.005584579549349513,4.420410633087158,0.0005477641243487597,0.0,0.08671326832569265,0.0,0.0,0.0,0.043356634162846325,1.0,0.2103414237499237
10,2,L10H02,0.01425342820584774,0.3751716911792755,-0.06307434995902006,0.04401281906869637,4.263485908508301,0.0007663096184842288,0.01425342820584774,0.06307434995902006,0.059764903,0.057023484,0.0027414188,0.0386638890824339,1.0,0.2942628934979439
6,6,L06H06,0.044470421969890594,0.10791730880737305,-0.025269832276939,0.4201316524008619,1.8874236345291138,0.09387847036123276,0.044470421969890594,0.025269832276939,0.0793318,0.07591525,0.0034165531,0.03487012712341479,1.0,1.0
7,7,L07H07,-0.059829022735357285,0.13028712570667267,0.008681600242152792,0.781831311388593,0.6412059664726257,0.6683064699172974,0.059829022735357285,0.008681600242152792,0.7399428,0.7592981,-0.019355297,0.03425531148875504,1.0,1.0
1,9,L01H09,0.04122532159090042,0.04708483815193176,0.019247495817482033,0.5392028733253525,1.7022920846939087,0.13129131495952606,0.04122532159090042,0.019247495817482033,0.5797984,0.5653182,0.014480174,0.030236408704191226,1.0,1.0
4,1,L04H01,-0.04901847615838051,0.17622411251068115,0.009377610174973057,0.7648361333044882,7.820822238922119,3.098881506957696e-07,0.04901847615838051,0.009377610174973057,0.1811031,0.18659583,-0.005492732,0.029198043166676783,1.0,0.00011899704986717552
5,10,L05H10,0.044606901705265045,-0.2605712413787842,0.008904830326146002,0.7763687049352999,6.487893581390381,5.99988152316655e-06,0.044606901705265045,0.008904830326146002,0.029960498,0.029199336,0.0007611625,0.026755866015705523,1.0,0.0023039545048959553
3,2,L03H02,-0.006699475459754467,0.1024516373872757,-0.04258136781694569,0.1741818763605695,1.115099549293518,0.35049933195114136,0.006699475459754467,0.04258136781694569,1.0724938,1.0742666,-0.0017727613,0.024640421638350077,1.0,1.0
11,4,L11H04,0.0,-0.11438330262899399,0.04770319335085303,0.12787971056019462,1.1121001243591309,0.35211455821990967,0.0,0.04770319335085303,0.0,0.0,0.0,0.023851596675426516,1.0,1.0
1,10,L01H10,0.027334459125995636,-0.35062581300735474,0.020143340153137807,0.5204816992205492,7.429933547973633,7.408617079818214e-07,0.027334459125995636,0.020143340153137807,0.23797074,0.2338483,0.004122436,0.02373889963956672,1.0,0.0002844908958650194
11,2,L11H02,0.009369298815727234,-0.4764440357685089,0.015853629890049986,0.6130425035362239,12.417773246765137,1.028571412070578e-11,0.009369298815727234,0.015853629890049986,0.0028206278,0.0025797037,0.00024092407,0.01261146435288861,1.0,3.9497142223510195e-09
2,4,L02H04,0.008219107985496521,0.2093573957681656,-0.0023161332079828026,0.9411052657410262,2.917170524597168,0.012709341943264008,0.008219107985496521,0.0023161332079828026,0.70200574,0.6991946,0.0028111339,0.005267620596739662,1.0,1.0
10,0,L10H00,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,
10,1,L10H01,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,
10,3,L10H03,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,
10,4,L10H04,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,
10,6,L10H06,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,
10,7,L10H07,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,
10,8,L10H08,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,
10,10,L10H10,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,
10,11,L10H11,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,
11,10,L11H10,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,
